0,0.99377,0.29943,0.99763,-0.32383,0.9985,-0.0056262,-0.85037,-1.6646,-0.028506
0.0083372,0.99127,0.30766,0.99752,-0.32967,0.9985,-0.0040852,-0.9778,-1.6646,-0.0046984
0.016431,0.98865,0.31593,0.9975,-0.33665,0.98996,-0.0036117,-0.85037,-1.6646,-0.0046984
0.024638,0.98576,0.32419,0.99751,-0.34463,0.98996,-0.0026389,-0.9778,-1.6646,-0.0046984
0.032443,0.98293,0.33236,0.99746,-0.35179,0.98176,-0.002983,-0.85037,-1.6646,-0.0046984
0.041943,0.97957,0.34063,0.99763,-0.35336,0.98996,-0.0026048,-0.85037,-1.7636,-0.0046984
0.049949,0.97639,0.34876,0.99767,-0.35825,0.98996,-0.0018745,-0.85037,-1.6646,-0.0046984
0.05905,0.9732,0.35685,0.99768,-0.36623,0.98176,-0.00091276,-0.7582,-1.6646,-0.0046984
0.066659,0.97012,0.36503,0.99766,-0.38263,0.9756,-0.00011722,-0.7582,-1.6646,0.010113
0.074822,0.9671,0.37313,0.99757,-0.39585,0.98996,-0.00011722,-0.66498,-1.6646,-0.0046984
0.084367,0.96387,0.38121,0.99757,-0.3994,0.9756,-0.00011722,-0.7582,-1.6646,0.010113
0.091025,0.96054,0.38924,0.99755,-0.40418,0.94373,0.00024543,-0.7582,-1.6646,-0.0046984
0.099782,0.95708,0.39722,0.99751,-0.41717,0.94373,0.00039684,-0.7582,-1.6646,-0.0046984
0.10813,0.9535,0.40527,0.99754,-0.43214,0.92211,0.00039684,-0.7582,-1.6646,-0.0046984
0.11708,0.94989,0.41324,0.99751,-0.43752,0.91572,0.00048442,-0.7582,-1.6646,-0.0046984
0.12445,0.94622,0.42117,0.99752,-0.44445,0.91572,0.00039684,-0.7582,-1.6646,-0.0046984
0.13309,0.94243,0.42915,0.99756,-0.45942,0.91572,0.00039684,-0.7582,-1.6646,-0.0046984
0.14177,0.93865,0.43701,0.99759,-0.47162,0.92211,0.00039684,-0.7582,-1.5247,0.010113
0.15047,0.93474,0.44488,0.99759,-0.47736,0.92211,0.0018028,-0.9718,-1.5247,0.017024
0.15826,0.93076,0.45278,0.9976,-0.48876,0.91572,0.0032069,-0.9718,-1.6646,0.031332
0.16678,0.92676,0.46062,0.99759,-0.49716,0.92011,0.0032069,-0.7582,-1.6646,0.017024
0.17544,0.92265,0.46843,0.99765,-0.49716,0.92011,0.0032454,-0.9718,-1.6646,0.031332
0.1826,0.91847,0.47625,0.99768,-0.49768,0.92011,0.0032491,-0.7582,-1.7636,0.017024
0.19166,0.91411,0.48402,0.99773,-0.50299,0.92011,0.0034926,-0.9718,-1.6646,0.031332
0.20015,0.90979,0.49173,0.99776,-0.5095,0.92011,0.0037662,-0.9718,-1.6646,0.017024
0.20894,0.90543,0.49951,0.99775,-0.52237,0.9173,0.0037662,-0.9718,-1.6646,0.031332
0.21671,0.90094,0.50727,0.99779,-0.55584,0.91089,0.0037662,-0.9718,-1.6646,0.017024
0.22451,0.8964,0.51492,0.99783,-0.57933,0.91089,0.0037748,-0.9718,-1.6646,0.017024
0.23241,0.89181,0.52257,0.99787,-0.58144,0.91089,0.00398,-0.9718,-1.7636,0.031332
0.24193,0.88707,0.53015,0.99791,-0.58353,0.91089,0.0043612,-0.9718,-1.7636,0.017024
0.25012,0.88225,0.53769,0.99793,-0.58353,0.90418,0.0051378,-1.1754,-1.6646,0.031332
0.25807,0.87742,0.54525,0.99796,-0.58675,0.90219,0.0043612,-0.9718,-1.7636,0.017024
0.26739,0.87244,0.55275,0.99799,-0.58919,0.89221,0.0051378,-0.9718,-1.7636,0.031332
0.27518,0.8674,0.56018,0.99805,-0.59946,0.89221,0.0051378,-0.9718,-1.7636,0.031332
0.2833,0.86236,0.56761,0.99811,-0.61435,0.89221,0.0058125,-0.9718,-1.7636,0.031332
0.29156,0.85717,0.5749,0.99812,-0.6244,0.89221,0.0059741,-0.9718,-1.7636,0.031332
0.3004,0.85195,0.58224,0.99818,-0.63424,0.88503,0.0058504,-1.1754,-1.6646,0.053386
0.30852,0.84662,0.58952,0.99821,-0.64329,0.87729,0.0058504,-1.1754,-1.6646,0.031332
0.31669,0.84121,0.59677,0.99829,-0.65184,0.86334,0.0061031,-1.1754,-1.6646,0.031332
0.32436,0.83584,0.60394,0.99833,-0.65934,0.86334,0.0069774,-1.1754,-1.6646,0.031332
0.33376,0.83037,0.6111,0.99841,-0.66363,0.84994,0.0075903,-0.87857,-1.6646,0.053386
0.34199,0.82481,0.61814,0.9984,-0.67073,0.83921,0.0080715,-1.1754,-1.414,0.053386
0.35011,0.81908,0.62522,0.99848,-0.67975,0.83921,0.0087375,-1.1754,-1.414,0.053386
0.35879,0.81331,0.63224,0.99859,-0.68604,0.83159,0.0092923,-1.1754,-1.414,0.053386
0.36648,0.80748,0.63916,0.99866,-0.69504,0.83045,0.0095187,-1.1754,-1.414,0.053386
0.37545,0.80174,0.64611,0.99875,-0.70292,0.82867,0.0095556,-1.1754,-1.414,0.053386
0.38363,0.79615,0.65288,0.99871,-0.71209,0.81843,0.0098765,-0.87857,-1.6646,0.053386
0.39161,0.79032,0.65963,0.99875,-0.71977,0.80836,0.011044,-1.1754,-1.414,0.053386
0.39998,0.78429,0.66638,0.99883,-0.71977,0.80636,0.01201,-0.87857,-1.414,0.031332
0.40875,0.77825,0.67305,0.99893,-0.72554,0.80636,0.01343,-0.87857,-1.414,0.053386
0.41662,0.77201,0.67961,0.99905,-0.72554,0.80636,0.014897,-0.87857,-1.414,0.053386
0.42538,0.76571,0.68617,0.99919,-0.74382,0.80636,0.015481,-0.87857,-1.414,0.053386
0.43344,0.75932,0.69267,0.99935,-0.75733,0.7971,0.016048,-0.59877,-1.4781,0.031332
0.44238,0.75248,0.69921,0.9997,-0.75866,0.7971,0.017123,-0.59877,-1.4781,0.053386
