0,0.98623,0.098808,1,-0.11511,1.1563,-0.00033305,-1.0494,-0.056586,-0.0012995
0.0027503,0.98591,0.10199,1,-0.11799,1.1561,-0.00033658,-1.0493,-0.064694,-0.0012677
0.0055007,0.98558,0.10517,1,-0.12088,1.1559,-0.00034002,-1.0492,-0.072826,-0.0012354
0.008251,0.98525,0.10835,1,-0.12377,1.1557,-0.00034337,-1.0491,-0.080981,-0.0012025
0.011001,0.9849,0.11152,1,-0.12665,1.1555,-0.00034663,-1.0489,-0.089158,-0.001169
0.013752,0.98455,0.1147,1,-0.12954,1.1552,-0.0003498,-1.0487,-0.097357,-0.001135
0.016502,0.98419,0.11788,1,-0.13242,1.155,-0.00035288,-1.0485,-0.10558,-0.0011005
0.019252,0.98382,0.12106,0.99999,-0.1353,1.1547,-0.00035586,-1.0483,-0.11382,-0.0010654
0.022003,0.98345,0.12423,0.99999,-0.13819,1.1543,-0.00035874,-1.048,-0.12207,-0.0010298
0.024753,0.98306,0.1274,0.99999,-0.14107,1.154,-0.00036152,-1.0477,-0.13035,-0.00099366
0.027503,0.98267,0.13058,0.99999,-0.14395,1.1536,-0.0003642,-1.0474,-0.13864,-0.00095699
0.030254,0.98227,0.13375,0.99999,-0.14683,1.1532,-0.00036678,-1.0471,-0.14695,-0.00091981
0.033004,0.98186,0.13692,0.99999,-0.14971,1.1528,-0.00036926,-1.0467,-0.15528,-0.00088212
0.035754,0.98145,0.14009,0.99999,-0.15259,1.1524,-0.00037164,-1.0464,-0.16362,-0.00084392
0.038505,0.98102,0.14326,0.99999,-0.15546,1.1519,-0.0003739,-1.046,-0.17197,-0.00080522
0.041255,0.98059,0.14643,0.99999,-0.15834,1.1514,-0.00037606,-1.0455,-0.18033,-0.00076604
0.044006,0.98015,0.14959,0.99999,-0.16121,1.1509,-0.00037812,-1.0451,-0.18871,-0.00072636
0.046756,0.97971,0.15276,0.99998,-0.16409,1.1504,-0.00038006,-1.0446,-0.1971,-0.00068621
0.049506,0.97925,0.15592,0.99998,-0.16696,1.1498,-0.00038189,-1.0442,-0.20549,-0.00064559
0.052257,0.97879,0.15908,0.99998,-0.16983,1.1493,-0.00038361,-1.0437,-0.2139,-0.00060451
0.055007,0.97832,0.16224,0.99998,-0.1727,1.1487,-0.00038522,-1.0431,-0.22231,-0.00056297
0.057757,0.97784,0.1654,0.99998,-0.17557,1.148,-0.00038671,-1.0426,-0.23072,-0.00052098
0.060508,0.97735,0.16856,0.99998,-0.17844,1.1474,-0.00038808,-1.042,-0.23915,-0.00047855
0.063258,0.97686,0.17171,0.99998,-0.1813,1.1467,-0.00038934,-1.0414,-0.24757,-0.00043568
0.066008,0.97635,0.17487,0.99998,-0.18417,1.146,-0.00039048,-1.0408,-0.256,-0.0003924
0.068759,0.97584,0.17802,0.99998,-0.18703,1.1453,-0.0003915,-1.0402,-0.26444,-0.00034869
