0,-0.70271,-0.31204,0.94482,-0.11135,1.132,-0.059818,0.4911,2.2198,0.26383
0.019821,-0.70484,-0.28896,0.94368,-0.10161,1.176,-0.054588,0.4911,2.2198,0.26383
0.039642,-0.70678,-0.265,0.94264,-0.091878,1.22,-0.049359,0.4911,2.2198,0.26383
0.059464,-0.70852,-0.24016,0.9417,-0.082143,1.264,-0.044129,0.4911,2.2198,0.26383
0.079285,-0.71006,-0.21444,0.94087,-0.072409,1.308,-0.0389,0.4911,2.2198,0.26383
0.099106,-0.71141,-0.18784,0.94015,-0.062675,1.352,-0.033671,0.4911,2.2198,0.26383
0.11893,-0.71257,-0.16036,0.93952,-0.052941,1.396,-0.028441,0.4911,2.2198,0.26383
0.13875,-0.71353,-0.132,0.93901,-0.043206,1.44,-0.023212,0.4911,2.2198,0.26383
0.15857,-0.7143,-0.10276,0.9386,-0.033472,1.484,-0.017982,0.4911,2.2198,0.26383
0.17839,-0.71487,-0.072645,0.93829,-0.023738,1.528,-0.012753,0.4911,2.2198,0.26383
0.19821,-0.71525,-0.041645,0.93809,-0.014004,1.572,-0.0075232,0.4911,2.2198,0.26383
0.21803,-0.71543,-0.0097653,0.93799,-0.0042695,1.616,-0.0022937,0.4911,2.2198,0.26383
0.23785,-0.71542,0.022552,0.93799,0.0054648,1.5976,0.0029358,0.4911,-2.2198,0.26383
0.25768,-0.71521,0.054063,0.9381,0.015199,1.5536,0.0081653,0.4911,-2.2198,0.26383
0.2775,-0.71481,0.084694,0.93832,0.024933,1.5096,0.013395,0.4911,-2.2198,0.26383
0.29732,-0.71422,0.11445,0.93864,0.034667,1.4656,0.018624,0.4911,-2.2198,0.26383
0.31714,-0.71342,0.14332,0.93907,0.044402,1.4216,0.023854,0.4911,-2.2198,0.26383
0.33696,-0.71244,0.17131,0.93959,0.054136,1.3776,0.029083,0.4911,-2.2198,0.26383
0.35678,-0.71126,0.19842,0.94023,0.06387,1.3336,0.034313,0.4911,-2.2198,0.26383
0.3766,-0.70988,0.22465,0.94097,0.073604,1.2896,0.039542,0.4911,-2.2198,0.26383
0.39642,-0.70831,0.25,0.94181,0.083339,1.2456,0.044772,0.4911,-2.2198,0.26383
0.41625,-0.70655,0.27447,0.94276,0.093073,1.2016,0.050001,0.4911,-2.2198,0.26383
0.43607,-0.70459,0.29806,0.94381,0.10281,1.1576,0.055231,0.4911,-2.2198,0.26383
0.45589,-0.70244,0.32078,0.94497,0.11254,1.1136,0.06046,0.4911,-2.2198,0.26383
0.47571,-0.70009,0.34261,0.94623,0.12228,1.0696,0.06569,0.4911,-2.2198,0.26383
0.49553,-0.69755,0.36356,0.9476,0.13201,1.0256,0.070919,0.4911,-2.2198,0.26383
0.51535,-0.69481,0.38363,0.94907,0.14174,0.98157,0.076148,0.4911,-2.2198,0.26383
0.53517,-0.69188,0.40282,0.95064,0.15148,0.93757,0.081378,0.4911,-2.2198,0.26383
0.55499,-0.68875,0.42113,0.95232,0.16121,0.89357,0.086607,0.4911,-2.2198,0.26383
0.57482,-0.68543,0.43856,0.95411,0.17095,0.84957,0.091837,0.4911,-2.2198,0.26383
0.59464,-0.68191,0.45512,0.95599,0.18068,0.80557,0.097066,0.4911,-2.2198,0.26383
0.61446,-0.6782,0.47079,0.95799,0.19042,0.76157,0.1023,0.4911,-2.2198,0.26383
0.63428,-0.6743,0.48558,0.96009,0.20015,0.71757,0.10753,0.4911,-2.2198,0.26383
0.6541,-0.6702,0.49949,0.96229,0.20988,0.67357,0.11275,0.4911,-2.2198,0.26383
0.67392,-0.6659,0.51252,0.9646,0.21962,0.62957,0.11798,0.4911,-2.2198,0.26383
